Time (since start of data) [hrs],Fuel Cell Production [kW],Electrolyzer Consumption [kW],Stored Hydrogen [kg],External Hydrogen Load [kg],Curtiailed Hydrogen Potential [kg],Compression Power [kW],Compression Thermal Output [kW],Water Demand [kg],Electrolyzer H2 Production [kg],Charge (at end of timestep) [kWh],Fuel Cell Consumption [kg],Electrolyzer State of Health (at end of timestep) [ ],Fuel Cell State of Health (at end of timestep) [ ],Electrolyzer Operational Efficiency [ ],Fuel Cell State Operational Efficiency [ ],Capital Cost (actual),Operation and Maintenance Cost (actual),
6759,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6760,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6761,115.982,0,993.615,0,0,0,0,0,0,33087.4,6.38527,0.962403,0.975763,0,0.53308,0,6.95894,
6762,0,0,993.615,0,0,0,0,0,0,33087.4,0,0.962403,0.975763,0,0,0,0,
6763,0,0,993.615,0,0,0,0,0,0,33087.4,0,0.962403,0.975763,0,0,0,0,
6764,0,0,993.615,0,0,0,0,0,0,33087.4,0,0.962403,0.975763,0,0,0,0,
6765,0,270,997.995,0,0,12.0471,0,75.3414,4.38031,33233.2,0,0.962372,0.975763,0.534874,0,0,18.7228,
6766,0,124.824,1000,0,0,12.0467,0,36.499,2.12203,33300,0,0.962362,0.975763,0.534869,0,0,8.21225,
6767,0,0,1000,0,0,0,0,0,0,33300,0,0.962362,0.975763,0,0,0,0,
6768,0,0,1000,0,0,0,0,0,0,33300,0,0.962362,0.975763,0,0,0,0,
6769,117.679,0,993.514,0,0,0,0,0,0,33084,6.48635,0.962362,0.975732,0,0.533064,0,7.06072,
6770,150,0,985.063,0,0,0,0,0,0,32802.6,8.45021,0.962362,0.975722,0,0.533059,0,9,
6771,150,0,976.613,0,0,0,0,0,0,32521.2,8.45029,0.962362,0.975712,0,0.533054,0,9,
6772,150,0,968.163,0,0,0,0,0,0,32239.8,8.45037,0.962362,0.975702,0,0.533049,0,9,
6773,150,0,959.712,0,0,0,0,0,0,31958.4,8.45046,0.962362,0.975692,0,0.533043,0,9,
6774,150,0,951.262,0,0,0,0,0,0,31677,8.45054,0.962362,0.975682,0,0.533038,0,9,
6775,150,0,942.811,0,0,0,0,0,0,31395.6,8.45062,0.962362,0.975672,0,0.533033,0,9,
6776,150,0,934.36,0,0,0,0,0,0,31114.2,8.4507,0.962362,0.975662,0,0.533028,0,9,
6777,150,0,925.91,0,0,0,0,0,0,30832.8,8.45079,0.962362,0.975652,0,0.533023,0,9,
6778,0,0,925.91,0,0,0,0,0,0,30832.8,0,0.962362,0.975652,0,0,0,0,
6779,0,0,925.91,0,0,0,0,0,0,30832.8,0,0.962362,0.975652,0,0,0,0,
6780,0,270,930.29,0,0,12.0466,0,75.3384,4.38014,30978.7,0,0.962331,0.975652,0.534853,0,0,18.7228,
6781,0,297,935.065,0,0,12.0462,0,82.1314,4.77508,31137.7,0,0.962321,0.975652,0.534848,0,0,18.7228,
6782,0,299.7,939.879,0,0,12.0461,0,82.8027,4.81411,31298,0,0.962311,0.975652,0.534843,0,0,18.7228,
6783,0,299.97,944.697,0,0,12.046,0,82.869,4.81797,31458.4,0,0.962301,0.975652,0.534837,0,0,18.7228,
6784,0,299.997,949.515,0,0,12.0459,0,82.875,4.81831,31618.9,0,0.962291,0.975652,0.534832,0,0,18.7228,
6785,0,300,954.334,0,0,12.0458,0,82.8748,4.8183,31779.3,0,0.962281,0.975652,0.534827,0,0,18.7227,
6786,0,210.168,957.81,0,0,12.0457,0,59.7968,3.47656,31895.1,0,0.962271,0.975652,0.534822,0,0,13.3328,
6787,0,181.202,960.836,0,0,12.0455,0,52.0382,3.02548,31995.8,0,0.962261,0.975652,0.534817,0,0,11.5949,
6788,57.5818,0,957.791,0,0,0,0,0,0,31894.5,3.04423,0.962261,0.975622,0,0.533007,0,3.45491,
6789,93.3497,0,952.731,0,0,0,0,0,0,31725.9,5.06077,0.962261,0.975611,0,0.533001,0,5.60098,
6790,0,0,952.731,0,0,0,0,0,0,31725.9,0,0.962261,0.975611,0,0,0,0,
6791,75.2994,0,948.699,0,0,0,0,0,0,31591.7,4.0312,0.962261,0.975581,0,0.532985,0,4.51797,
6792,0,0,948.699,0,0,0,0,0,0,31591.7,0,0.962261,0.975581,0,0,0,0,
6793,0,120.021,950.743,0,0,12.0454,0,35.1437,2.04324,31659.7,0,0.962231,0.975581,0.534801,0,0,8.23771,
6794,0,47.9549,951.578,0,0,12.0451,0,14.3597,0.834866,31687.5,0,0.962221,0.975581,0.534796,0,0,3.6,
6795,0,47.955,952.412,0,0,12.045,0,14.3596,0.834859,31715.3,0,0.962211,0.975581,0.534791,0,0,3.6,
6796,0,47.9552,953.247,0,0,12.0448,0,14.3595,0.834853,31743.1,0,0.962201,0.975581,0.534786,0,0,3.6,
6797,0,57.6367,954.248,0,0,12.0447,0,17.2069,1.0004,31776.4,0,0.962191,0.975581,0.53478,0,0,4.1923,
6798,0,275.764,958.712,0,0,12.0446,0,76.7876,4.4644,31925.1,0,0.962181,0.975581,0.534775,0,0,18.7227,
6799,0,297.576,963.495,0,0,12.0445,0,82.263,4.78273,32084.4,0,0.962171,0.975581,0.53477,0,0,18.7227,
6800,0,299.758,968.309,0,0,12.0444,0,82.805,4.81425,32244.7,0,0.962161,0.975581,0.534765,0,0,18.7227,
6801,0,299.976,973.126,0,0,12.0443,0,82.8584,4.81735,32405.1,0,0.962151,0.975581,0.53476,0,0,18.7227,
6802,0,0,973.126,0,0,0,0,0,0,32405.1,0,0.962151,0.975581,0,0,0,0,
6803,0,0,973.126,0,0,0,0,0,0,32405.1,0,0.962151,0.975581,0,0,0,0,
6804,0,270,977.506,0,0,12.0441,0,75.3231,4.37925,32550.9,0,0.96212,0.975581,0.534744,0,0,18.7226,
6805,0,297,982.28,0,0,12.0438,0,82.1146,4.77411,32709.9,0,0.96211,0.975581,0.534739,0,0,18.7226,
6806,0,299.7,987.093,0,0,12.0437,0,82.7858,4.81313,32870.2,0,0.9621,0.975581,0.534734,0,0,18.7226,
6807,0,299.97,991.91,0,0,12.0436,0,82.8522,4.81699,33030.6,0,0.96209,0.975581,0.534728,0,0,18.7226,
6808,0,299.997,996.727,0,0,12.0434,0,82.8581,4.81733,33191,0,0.96208,0.975581,0.534723,0,0,18.7226,
6809,0,203.816,1000,0,0,12.0433,0,58.0975,3.37776,33300,0,0.96207,0.975581,0.534718,0,0,12.9516,
6810,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6811,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6812,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6813,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6814,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6815,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6816,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6817,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6818,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6819,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6820,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6821,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6822,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6823,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6824,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6825,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6826,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6827,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6828,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6829,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6830,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6831,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6832,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6833,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6834,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6835,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6836,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6837,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6838,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6839,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6840,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6841,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6842,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6843,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6844,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6845,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6846,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6847,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6848,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6849,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6850,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6851,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6852,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6853,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6854,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6855,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6856,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6857,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6858,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6859,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6860,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6861,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6862,0,0,1000,0,0,0,0,0,0,33300,0,0.96207,0.975581,0,0,0,0,
6863,131.628,0,992.675,0,0,0,0,0,0,33056.1,7.3255,0.96207,0.97555,0,0.532969,0,7.89769,
6864,150,0,984.223,0,0,0,0,0,0,32774.6,8.45171,0.96207,0.97554,0,0.532964,0,9,
6865,150,0,975.771,0,0,0,0,0,0,32493.2,8.45179,0.96207,0.97553,0,0.532959,0,9,
6866,0,0,975.771,0,0,0,0,0,0,32493.2,0,0.96207,0.97553,0,0,0,0,
6867,0,0,975.771,0,0,0,0,0,0,32493.2,0,0.96207,0.97553,0,0,0,0,
6868,0,129.626,977.971,0,0,12.0432,0,37.8348,2.1997,32566.4,0,0.962039,0.97553,0.534702,0,0,8.86885,
6869,0,47.9572,978.805,0,0,12.0428,0,14.3577,0.83475,32594.2,0,0.962029,0.97553,0.534697,0,0,3.6,
6870,0,47.9573,979.64,0,0,12.0427,0,14.3576,0.834744,32622,0,0.962019,0.97553,0.534692,0,0,3.6,
6871,37.9215,0,977.663,0,0,0,0,0,0,32556.2,1.97707,0.962019,0.975499,0,0.532943,0,2.27529,
6872,0,163.39,980.406,0,0,12.0426,0,47.1795,2.74299,32647.5,0,0.961989,0.975499,0.534676,0,0,11.1274,
6873,0,286.339,985.025,0,0,12.0423,0,79.4381,4.61849,32801.3,0,0.961979,0.975499,0.534671,0,0,18.7225,
6874,0,298.634,989.822,0,0,12.0421,0,82.5102,4.79711,32961.1,0,0.961969,0.975499,0.534666,0,0,18.7225,
6875,0,299.863,994.637,0,0,12.042,0,82.8152,4.81484,33121.4,0,0.961959,0.975499,0.534661,0,0,18.7225,
6876,0,299.986,999.453,0,0,12.0419,0,82.8449,4.81657,33281.8,0,0.961949,0.975499,0.534656,0,0,18.7225,
6877,0,34.0614,1000,0,0,12.0418,0,10.2402,0.59536,33300,0,0.961939,0.975499,0.53465,0,0,2.76619,
6878,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6879,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6880,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6881,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6882,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6883,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6884,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6885,0,0,1000,0,0,0,0,0,0,33300,0,0.961939,0.975499,0,0,0,0,
6886,150,0,991.548,0,0,0,0,0,0,33018.5,8.45213,0.961939,0.975469,0,0.532927,0,9,
6887,150,0,983.095,0,0,0,0,0,0,32737.1,8.45238,0.961939,0.975459,0,0.532922,0,9,
6888,150,0,974.643,0,0,0,0,0,0,32455.6,8.45247,0.961939,0.975449,0,0.532917,0,9,
6889,150,0,966.19,0,0,0,0,0,0,32174.1,8.45255,0.961939,0.975439,0,0.532912,0,9,
6890,85.9035,0,961.557,0,0,0,0,0,0,32019.8,4.63389,0.961939,0.975429,0,0.532906,0,5.15421,
6891,123.977,0,954.691,0,0,0,0,0,0,31791.2,6.8651,0.961939,0.975419,0,0.532901,0,7.43864,
6892,0,0,954.691,0,0,0,0,0,0,31791.2,0,0.961939,0.975419,0,0,0,0,
6893,99.4468,0,949.276,0,0,0,0,0,0,31610.9,5.41516,0.961939,0.975388,0,0.532885,0,5.96681,
6894,130.738,0,942.003,0,0,0,0,0,0,31368.7,7.27294,0.961939,0.975378,0,0.53288,0,7.84426,
6895,146.122,0,933.79,0,0,0,0,0,0,31095.2,8.2133,0.961939,0.975368,0,0.532875,0,8.76732,
6896,0,47.1917,934.612,0,0,12.0417,0,14.1305,0.821539,31122.6,0,0.961908,0.975368,0.534635,0,0,3.6,
6897,0,274.719,939.059,0,0,12.0413,0,76.5023,4.44781,31270.7,0,0.961898,0.975368,0.53463,0,0,18.7225,
6898,0,297.472,943.839,0,0,12.0412,0,82.2146,4.77992,31429.9,0,0.961888,0.975368,0.534624,0,0,18.7225,
6899,0,299.747,948.652,0,0,12.0411,0,82.7799,4.81278,31590.1,0,0.961878,0.975368,0.534619,0,0,18.7225,
6900,0,299.975,953.468,0,0,12.041,0,82.8356,4.81602,31750.5,0,0.961868,0.975368,0.534614,0,0,18.7225,
6901,0,299.997,958.284,0,0,12.0409,0,82.8405,4.81631,31910.9,0,0.961858,0.975368,0.534609,0,0,18.7225,
6902,0,300,963.101,0,0,12.0407,0,82.8402,4.81629,32071.3,0,0.961848,0.975368,0.534604,0,0,18.7224,
6903,0,300,967.917,0,0,12.0406,0,82.8395,4.81625,32231.6,0,0.961838,0.975368,0.534599,0,0,18.7224,
6904,0,300,972.733,0,0,12.0405,0,82.8387,4.8162,32392,0,0.961828,0.975368,0.534593,0,0,18.7224,
6905,0,300,977.549,0,0,12.0404,0,82.8379,4.81616,32552.4,0,0.961818,0.975368,0.534588,0,0,18.7224,
6906,0,0,977.549,0,0,0,0,0,0,32552.4,0,0.961818,0.975368,0,0,0,0,
6907,0,270,981.927,0,0,12.0403,0,75.2989,4.37784,32698.2,0,0.961787,0.975368,0.534573,0,0,18.7224,
6908,0,297,986.7,0,0,12.0399,0,82.0883,4.77258,32857.1,0,0.961777,0.975368,0.534567,0,0,18.7224,
6909,0,222.94,990.371,0,0,12.0398,0,63.1379,3.67081,32979.3,0,0.961767,0.975368,0.534562,0,0,14.0988,
6910,0,292.294,995.075,0,0,12.0397,0,80.9127,4.70423,33136,0,0.961757,0.975368,0.534557,0,0,18.7224,
6911,0,299.229,999.88,0,0,12.0396,0,82.6407,4.80469,33296,0,0.961747,0.975368,0.534552,0,0,18.7224,
6912,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6913,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6914,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6915,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6916,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6917,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6918,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6919,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6920,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6921,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6922,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6923,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6924,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6925,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6926,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6927,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6928,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6929,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6930,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6931,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6932,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6933,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6934,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6935,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6936,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6937,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6938,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6939,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6940,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6941,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6942,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6943,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6944,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6945,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6946,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6947,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6948,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6949,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6950,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6951,0,0,999.88,0,0,0,0,0,0,33296,0,0.961747,0.975368,0,0,0,0,
6952,110.425,0,993.821,0,0,0,0,0,0,33094.2,6.05879,0.961747,0.975337,0,0.532859,0,6.6255,
6953,0,0,993.821,0,0,0,0,0,0,33094.2,0,0.961747,0.975337,0,0,0,0,
6954,0,0,993.821,0,0,0,0,0,0,33094.2,0,0.961747,0.975337,0,0,0,0,
6955,0,270,998.198,0,0,12.0395,0,75.2938,4.37755,33240,0,0.961717,0.975337,0.534536,0,0,18.7224,
6956,0,112.242,1000,0,0,12.0391,0,32.9292,1.91449,33300,0,0.961707,0.975337,0.534531,0,0,7.45687,
6957,0,0,1000,0,0,0,0,0,0,33300,0,0.961707,0.975337,0,0,0,0,
6958,0,0,1000,0,0,0,0,0,0,33300,0,0.961707,0.975337,0,0,0,0,
6959,0,0,1000,0,0,0,0,0,0,33300,0,0.961707,0.975337,0,0,0,0,
6960,150,0,991.547,0,0,0,0,0,0,33018.5,8.45347,0.961707,0.975307,0,0.532843,0,9,
6961,142.62,0,983.548,0,0,0,0,0,0,32752.2,7.99826,0.961707,0.975297,0,0.532838,0,8.5572,
6962,0,0,983.548,0,0,0,0,0,0,32752.2,0,0.961707,0.975297,0,0,0,0,
6963,0,270,987.926,0,0,12.039,0,75.2909,4.37738,32897.9,0,0.961676,0.975297,0.534515,0,0,18.7223,
6964,0,297,992.698,0,0,12.0386,0,82.0795,4.77206,33056.8,0,0.961666,0.975297,0.53451,0,0,18.7223,
6965,0,299.7,997.509,0,0,12.0385,0,82.7504,4.81107,33217,0,0.961656,0.975297,0.534505,0,0,18.7223,
6966,0,155.204,1000,0,0,12.0384,0,44.917,2.61145,33300,0,0.961646,0.975297,0.5345,0,0,10.0346,
6967,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6968,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6969,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6970,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6971,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6972,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6973,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6974,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6975,0,0,1000,0,0,0,0,0,0,33300,0,0.961646,0.975297,0,0,0,0,
6976,126.271,0,992.996,0,0,0,0,0,0,33066.8,7.00388,0.961646,0.975266,0,0.532822,0,7.57625,
6977,150,0,984.542,0,0,0,0,0,0,32785.3,8.45406,0.961646,0.975256,0,0.532816,0,9,
6978,150,0,976.088,0,0,0,0,0,0,32503.7,8.45414,0.961646,0.975246,0,0.532811,0,9,
6979,150,0,967.634,0,0,0,0,0,0,32222.2,8.45422,0.961646,0.975236,0,0.532806,0,9,
6980,150,0,959.179,0,0,0,0,0,0,31940.7,8.4543,0.961646,0.975226,0,0.532801,0,9,
6981,150,0,950.725,0,0,0,0,0,0,31659.1,8.45439,0.961646,0.975216,0,0.532796,0,9,
6982,150,0,942.271,0,0,0,0,0,0,31377.6,8.45447,0.961646,0.975206,0,0.53279,0,9,
6983,150,0,933.816,0,0,0,0,0,0,31096.1,8.45455,0.961646,0.975196,0,0.532785,0,9,
6984,150,0,925.361,0,0,0,0,0,0,30814.5,8.45463,0.961646,0.975186,0,0.53278,0,9,
6985,150,0,916.907,0,0,0,0,0,0,30533,8.45472,0.961646,0.975176,0,0.532775,0,9,
6986,0,0,916.907,0,0,0,0,0,0,30533,0,0.961646,0.975176,0,0,0,0,
6987,0,270,921.284,0,0,12.0383,0,75.2865,4.37712,30678.7,0,0.961615,0.975176,0.534484,0,0,18.7223,
6988,0,256.668,925.463,0,0,12.0379,0,71.8818,4.17917,30817.9,0,0.961605,0.975176,0.534479,0,0,16.1224,
6989,0,295.667,930.215,0,0,12.0378,0,81.7418,4.75243,30976.2,0,0.961595,0.975176,0.534474,0,0,18.7223,
6990,0,97.5685,931.887,0,0,12.0377,0,28.7527,1.67167,31031.8,0,0.961585,0.975176,0.534468,0,0,6.57637,
6991,0,47.9624,932.722,0,0,12.0376,0,14.353,0.834475,31059.6,0,0.961575,0.975176,0.534463,0,0,3.6,
6992,0,126.131,934.863,0,0,12.0375,0,36.8376,2.14172,31130.9,0,0.961565,0.975176,0.534458,0,0,8.50196,
6993,0,282.613,939.425,0,0,12.0373,0,78.4693,4.56217,31282.9,0,0.961555,0.975176,0.534453,0,0,18.7222,
6994,0,298.261,944.215,0,0,12.0372,0,82.3839,4.78976,31442.4,0,0.961545,0.975176,0.534448,0,0,18.7222,
6995,0,223.928,947.9,0,0,12.0371,0,63.383,3.68506,31565.1,0,0.961535,0.975176,0.534443,0,0,14.1579,
6996,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
6997,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
6998,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
6999,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
7000,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
7001,0,0,947.9,0,0,0,0,0,0,31565.1,0,0.961535,0.975176,0,0,0,0,
7002,0,270,952.277,0,0,12.037,0,75.2784,4.37665,31710.8,0,0.961504,0.975176,0.534427,0,0,18.7222,
7003,0,76.2646,953.592,0,0,12.0366,0,22.6221,1.31524,31754.6,0,0.961494,0.975176,0.534422,0,0,5.29808,
7004,0,47.9635,954.427,0,0,12.0365,0,14.352,0.83442,31782.4,0,0.961484,0.975176,0.534417,0,0,3.6,
7005,150,0,945.972,0,0,0,0,0,0,31500.9,8.4548,0.961484,0.975145,0,0.532759,0,9,
7006,150,0,937.517,0,0,0,0,0,0,31219.3,8.45505,0.961484,0.975135,0,0.532754,0,9,
7007,150,0,929.062,0,0,0,0,0,0,30937.7,8.45513,0.961484,0.975125,0,0.532749,0,9,
7008,150,0,920.606,0,0,0,0,0,0,30656.2,8.45522,0.961484,0.975115,0,0.532743,0,9,
7009,150,0,912.151,0,0,0,0,0,0,30374.6,8.4553,0.961484,0.975105,0,0.532738,0,9,
7010,150,0,903.696,0,0,0,0,0,0,30093.1,8.45538,0.961484,0.975095,0,0.532733,0,9,
7011,150,0,895.24,0,0,0,0,0,0,29811.5,8.45546,0.961484,0.975085,0,0.532728,0,9,
7012,150,0,886.785,0,0,0,0,0,0,29529.9,8.45555,0.961484,0.975075,0,0.532723,0,9,
7013,150,0,878.329,0,0,0,0,0,0,29248.4,8.45563,0.961484,0.975065,0,0.532717,0,9,
7014,150,0,869.873,0,0,0,0,0,0,28966.8,8.45571,0.961484,0.975055,0,0.532712,0,9,
7015,150,0,861.418,0,0,0,0,0,0,28685.2,8.45579,0.961484,0.975045,0,0.532707,0,9,
